ID,DEPTH,INTENSITY,LATITUDE,LONGITUDE,TIME_STAMP
1126,3.11,1.32,38.8129997,-122.8181686,2014-10-18T19:16:53.190Z
1127,6.13,1,37.483,-118.787,2014-10-18T19:14:53.160Z
1128,34.49,4.5,14.5186,-93.2592,2014-10-18T19:13:55.260Z
1129,16.7,2.5,67.0422,-146.4988,2014-10-18T19:07:38.000Z
1130,38.5,1.2,60.6404,-149.7744,2014-10-18T19:00:45.000Z
1131,13.3663,0.69,38.6744,-119.4572,2014-10-18T18:48:24.567Z
1132,6.46,0.92,37.48,-118.7886667,2014-10-18T18:40:13.030Z
1133,6.53,1.04,37.4791667,-118.788,2014-10-18T18:33:41.520Z
1134,0,0.94,36.5446,-117.917,2014-10-18T18:32:42.684Z
1135,2.04,0.54,38.8053322,-122.7963333,2014-10-18T18:32:23.810Z
1136,6.01,1.71,37.4776649,-118.7863312,2014-10-18T18:26:51.590Z
1137,7.9,1.2,65.1879,-149.0659,2014-10-18T18:20:52.000Z
1138,639.35,4.4,-20.6112,-178.9501,2014-10-18T18:17:42.110Z
1139,51.3,1.2,61.4529,-150.2578,2014-10-18T18:11:36.000Z
1140,11.4573,0.54,38.6756,-119.4646,2014-10-18T18:10:29.482Z
1141,9.0444,1.41,38.6831,-119.4448,2014-10-18T18:06:44.737Z
1142,5.32,0.37,37.651,-118.8243333,2014-10-18T18:04:26.500Z
1143,11.1477,2.74,38.6838,-119.4504,2014-10-18T17:59:53.125Z
1144,9.35,2.03,37.5083333,-121.6763333,2014-10-18T17:48:20.620Z
1145,0.79,0.84,38.7871666,-122.74617,2014-10-18T17:42:07.030Z
1146,51.66,4.7,44.5719,149.1791,2014-10-18T17:29:40.320Z
1147,6.86,2.27,37.9975,-122.2841667,2014-10-18T17:25:50.640Z
1148,2.93,4.9,-14.3732,-76.1584,2014-10-18T17:24:00.540Z
1149,10,5,-46.8496,33.4229,2014-10-18T17:23:56.090Z
1150,2.37,0.56,38.8123322,-122.8235016,2014-10-18T17:09:53.180Z
1151,34.8,1.6,61.5193,-150.0335,2014-10-18T17:00:10.000Z
1152,2.86,1.13,38.8250008,-122.8563309,2014-10-18T16:55:14.170Z
1153,3.5,1.4,64.4329,-150.8863,2014-10-18T16:46:02.000Z
1154,78.22,4.7,-4.924,151.9004,2014-10-18T16:42:16.890Z
1155,18.44,0.91,36.9142,-117.4913,2014-10-18T16:39:08.010Z
1156,11.8534,0.1,40.2983,-119.7136,2014-10-18T16:20:22.019Z
1157,8.27,1.32,34.2745,-117.026,2014-10-18T16:19:47.230Z
1158,5.15,0.22,37.59,-118.8796667,2014-10-18T16:19:27.980Z
1159,4.51,0.28,38.7861671,-122.7713318,2014-10-18T16:19:06.990Z
1160,17.2,0.67,33.7288333,-116.8161667,2014-10-18T16:17:07.750Z
1161,6.6,1.2,36.651165,-121.283165,2014-10-18T15:56:23.530Z
1162,6.56,0.78,37.4761667,-118.781,2014-10-18T15:55:24.990Z
1163,0.1,1.3,60.0946,-140.0855,2014-10-18T15:46:55.000Z
1164,5.95,1.74,36.597332,-121.2014999,2014-10-18T15:46:05.360Z
1165,3.59,0.88,38.8178329,-122.822998,2014-10-18T15:42:17.960Z
1166,84.94,4.3,2.5536,127.3128,2014-10-18T15:26:32.830Z
1167,88.49,4.3,5.1645,127.252,2014-10-18T15:19:49.040Z
1168,6.76,2.61,37.3743333,-121.7338333,2014-10-18T15:16:46.150Z
1169,71.3,2.1,60.4055,-152.1767,2014-10-18T15:12:59.000Z
1170,8.68,2.12,37.052,-121.482,2014-10-18T14:50:41.210Z
1171,6.69,2.24,38.0001667,-122.2846667,2014-10-18T14:47:09.300Z
1172,8.02,1.7,37.4768333,-118.7821655,2014-10-18T14:45:36.140Z
1173,50.1,1.3,62.0178,-149.8588,2014-10-18T14:42:00.000Z
1174,9,2.7,61.7477,-155.5102,2014-10-18T14:38:53.000Z
1175,136.35,4.5,55.4129,160.5709,2014-10-18T14:34:23.020Z
1176,8.13,1.1,33.482,-116.4491667,2014-10-18T14:21:58.040Z
1177,6.83,0.82,37.4821667,-118.7863333,2014-10-18T14:17:01.950Z
1178,31.73,4.7,6.8943,92.3611,2014-10-18T13:59:41.800Z
1179,4.04,0.34,37.6175,-119,2014-10-18T13:39:27.300Z
1180,18.89,4.4,54.9704,-158.3988,2014-10-18T13:33:29.870Z
1181,0,1.6,59.913,-140.8656,2014-10-18T13:19:23.000Z
1182,3.47,1.03,38.8248329,-122.7943344,2014-10-18T13:12:23.080Z
1183,18,1.1,61.8709,-149.3092,2014-10-18T12:52:55.000Z
1184,11.6086,0.2,39.6704,-119.6915,2014-10-18T12:45:59.031Z
1185,3.03,2.9,36.527,-99.006,2014-10-18T12:34:24.260Z
1186,5.4,0.9,37.8250008,-122.237999,2014-10-18T12:16:40.490Z
1187,156.82,5,-58.4268,-26.5265,2014-10-18T12:14:09.260Z
1188,16.05,0.42,33.4356667,-116.4471667,2014-10-18T12:07:23.360Z
1189,3.27,1.98,38.8073349,-122.8174973,2014-10-18T12:05:50.920Z
1190,12.72,1.16,35.7633324,-120.3040009,2014-10-18T12:05:45.590Z
1191,15.9,1,64.7288,-149.246,2014-10-18T12:02:52.000Z
1192,104.5,2.3,60.0018,-152.7214,2014-10-18T12:00:52.000Z
1193,2,1.1,47.4718,-115.7601,2014-10-18T11:56:50.700Z
1194,14.86,0.47,34.0771667,-117.2715,2014-10-18T11:30:10.830Z
1195,28.5,1.9,19.9255,-155.5543,2014-10-18T11:28:17.200Z
1196,50.8,1.7,60.7257,-150.5106,2014-10-18T11:27:49.000Z
1197,2.38,1.02,38.8193321,-122.8113327,2014-10-18T11:17:31.450Z
1198,58.6,1.7,62.7538,-150.2436,2014-10-18T11:15:13.000Z
1199,9.32,0.74,33.3015,-116.258,2014-10-18T11:14:08.430Z
1200,5.99,0.92,37.654335,-118.8144989,2014-10-18T11:09:01.600Z
1201,15.28,1,37.6208333,-119.367,2014-10-18T11:07:58.730Z
1202,8.66,0.79,33.2906667,-116.2453333,2014-10-18T10:52:49.230Z
1203,9.28,1.3,33.8215,-117.7035,2014-10-18T10:44:45.430Z
1204,120,2.1,60.213,-153.0684,2014-10-18T10:40:30.000Z
1205,19.4,1.9,62.2136,-145.7126,2014-10-18T10:26:16.000Z
1206,3.41,1.18,38.8258324,-122.795166,2014-10-18T10:22:19.350Z
1207,1.2,1,65.1325,-149.0927,2014-10-18T10:20:15.000Z
1208,10.4,1,36.3086,-89.5545,2014-10-18T10:07:43.400Z
1209,3.52,2.5,36.4762,-97.7427,2014-10-18T09:57:52.020Z
1210,8.6,1.42,32.6486667,-115.9315,2014-10-18T09:52:52.660Z
1211,2.24,0.75,38.7900009,-122.7631683,2014-10-18T09:48:40.520Z
1212,10,4.7,7.7177,94.496,2014-10-18T09:47:46.120Z
1213,10,4.9,-33.1597,-179.1307,2014-10-18T09:40:54.800Z
1214,3.4,5,64.7223,-17.2645,2014-10-18T09:40:13.670Z
1215,7.04,0.59,37.6503333,-118.8136667,2014-10-18T09:39:59.840Z
1216,6.93,0.88,37.65,-118.8158333,2014-10-18T09:13:50.930Z
1217,3.52,1.53,44.5888333,-110.8751667,2014-10-18T09:08:35.140Z
1218,1.8,-0.9,43.7213,-121.3137,2014-10-18T08:57:36.600Z
1219,22.04,1.35,32.558,-115.2808333,2014-10-18T08:57:08.910Z
1220,35.6,1.3,61.8196,-149.7206,2014-10-18T08:57:01.000Z
1221,16.59,0.59,33.6715,-116.7725,2014-10-18T08:54:10.200Z
1222,4.88,0.62,37.473,-118.792,2014-10-18T08:53:37.200Z
1223,3.5,1.04,38.8271675,-122.7953339,2014-10-18T08:52:16.720Z
1224,3.21,0.51,38.8231659,-122.7983322,2014-10-18T08:15:47.570Z
1225,1.3,1.8,19.2768,-155.3642,2014-10-18T08:14:38.700Z
1226,6.1,1,36.2133,-89.4803,2014-10-18T08:13:05.400Z
1227,9.9,0.9,34.3018333,-116.4475,2014-10-18T08:05:39.890Z
1228,77.27,5.1,-6.0478,103.9628,2014-10-18T08:02:34.060Z
1229,5.08,0.31,37.6578333,-118.8226667,2014-10-18T07:42:18.060Z
1230,6.37,1.07,37.6516685,-118.8150024,2014-10-18T07:40:27.010Z
1231,3.49,0.94,38.7468338,-122.7246704,2014-10-18T07:35:08.770Z
1232,1.82,2.19,33.7766667,-116.0371667,2014-10-18T07:14:32.240Z
1233,14.7,1.7,63.4983,-151.8414,2014-10-18T07:12:02.000Z
1234,2.4,0.53,38.803833,-122.8030014,2014-10-18T07:09:55.190Z
1235,4.86,1.03,44.6403333,-110.6858333,2014-10-18T07:05:19.830Z
1236,6,0.66,37.4741667,-118.7848333,2014-10-18T06:59:24.470Z
1237,2.58,0.53,38.8105011,-122.8118362,2014-10-18T06:28:37.590Z
1238,18.6,1.36,33.7563333,-116.9588333,2014-10-18T06:22:52.370Z
1239,5.79,0.48,37.4728333,-118.7866667,2014-10-18T06:20:33.640Z
1240,0.02,0.29,38.8183327,-122.8389969,2014-10-18T06:18:03.810Z
1241,13,1.6,18.0659,-67.202,2014-10-18T06:12:54.200Z
1242,18.9,0.5,47.792,-122.8388,2014-10-18T06:12:36.300Z
1243,59.2,3.3,60.1438,-151.0855,2014-10-18T06:10:38.000Z
1244,3.02,0.38,37.477,-118.7851667,2014-10-18T06:10:03.040Z
1245,16.58,0.67,34.0283333,-117.2541667,2014-10-18T06:07:38.530Z
1246,17.42,0.65,33.8855,-116.859,2014-10-18T05:55:03.110Z
1247,18,2.3,18.475,-67.3255,2014-10-18T05:51:36.300Z
1248,5.8,0.95,33.3115,-116.8663333,2014-10-18T05:50:57.410Z
1249,49,3.4,19.236,-68.3575,2014-10-18T05:49:55.600Z
1250,5.85,0.52,37.4696667,-118.786,2014-10-18T05:49:46.090Z
1251,59.6,3.6,60.1425,-150.9679,2014-10-18T05:36:57.000Z
1252,61.2,4.3,60.1382,-150.9713,2014-10-18T05:32:05.000Z
1253,5.08,0.47,37.4746667,-118.7928333,2014-10-18T05:28:44.210Z
1254,9.6,-0.2,46.1925,-122.1302,2014-10-18T05:26:23.600Z
1255,84.6,2,62.3937,-151.0815,2014-10-18T05:16:48.000Z
1256,3.48,1.22,38.0365,-118.9886667,2014-10-18T05:02:01.180Z
1257,7.31,1.12,36.0078333,-117.4015,2014-10-18T05:00:03.710Z
1258,53.6,1.6,59.9696,-151.9164,2014-10-18T04:48:12.000Z
1259,6,1.7,18.0076,-67.0891,2014-10-18T04:40:03.700Z
1260,4.1,0.54,37.6676667,-118.8641667,2014-10-18T04:37:06.550Z
1261,4.07,0.5,37.6171667,-119.0006667,2014-10-18T04:28:48.250Z
1262,3.8,2.5,19.4318,-155.6223,2014-10-18T03:46:47.800Z
1263,2.2,2.2,36.4956,-92.8813,2014-10-18T03:38:02.900Z
1264,163,3.6,18.6355,-68.8359,2014-10-18T03:36:47.200Z
1265,5,2.8,36.0856,-97.0351,2014-10-18T03:34:03.300Z
1266,15,2.6,18.6215,-66.8909,2014-10-18T03:28:34.600Z
1267,8.73,1.18,32.9173333,-116.2536667,2014-10-18T03:15:11.400Z
1268,8,1.3,60.1563,-141.4306,2014-10-18T03:13:09.000Z
1269,0.1,1.6,64.6627,-150.6538,2014-10-18T03:12:19.000Z
1270,5.46,0.29,37.657,-118.8518333,2014-10-18T03:11:41.210Z
1271,25.71,4.4,-2.8236,140.4954,2014-10-18T03:04:00.970Z
1272,11,0.9,46.2657,-122.0525,2014-10-18T02:45:31.500Z
1273,9.58,0.7,37.5258333,-118.8476667,2014-10-18T02:39:07.530Z
1274,2.7,1.3,19.4227,-155.6067,2014-10-18T02:32:32.500Z
1275,3.89,1.9,44.7846667,-110.5261667,2014-10-18T02:31:06.510Z
1276,7.77,0.83,37.4735,-118.7813333,2014-10-18T02:19:58.360Z
1277,158.74,4.5,-8.6579,123.4849,2014-10-18T02:17:39.930Z
1278,2.43,0.92,38.8261681,-122.8421631,2014-10-18T02:04:44.100Z
1279,209.07,4.3,-7.0559,128.9345,2014-10-18T01:56:01.730Z
1280,0,0.13,39.1893,-120.434,2014-10-18T01:55:38.676Z
1281,1.63,1.84,36.347168,-121.8144989,2014-10-18T01:48:45.390Z
1282,16,3.77,39.9573,-119.1426,2014-10-18T01:47:55.147Z
1283,10.66,0.58,37.4701667,-118.7928333,2014-10-18T01:40:07.140Z
1284,6.8,2,35.3491,-92.4748,2014-10-18T01:38:44.100Z
1285,12.5552,1.3,40.2894,-119.7149,2014-10-18T01:37:17.688Z
1286,9.58,2.21,39.2888333,-122.9216667,2014-10-18T01:25:56.110Z
1287,8.0748,0.06,39.76,-119.5693,2014-10-18T01:14:24.564Z
1288,0,1,46.4075,-119.2723,2014-10-18T01:13:24.700Z
1289,21.8,1.9,65.2903,-146.9271,2014-10-18T01:03:22.000Z
1290,9.1,1.2,65.1382,-148.9833,2014-10-18T00:55:58.000Z
1291,6.3,2,19.3153,-155.1212,2014-10-18T00:50:01.700Z
1292,1.7,1.9,63.9262,-148.9184,2014-10-18T00:49:53.000Z
1293,5.9708,1,42.0998,-120.2217,2014-10-18T00:30:57.817Z
1294,55.5,1.6,59.518,-152.694,2014-10-18T00:28:59.000Z
1295,3.39,0.48,38.8083344,-122.7969971,2014-10-18T00:23:11.850Z
1296,10.27,4.6,64.5543,-17.7199,2014-10-18T00:11:21.190Z
1297,5,1.39,37.3661667,-120.006,2014-10-18T00:09:52.110Z
1298,69.3,2.5,61.1772,-151.534,2014-10-18T00:07:50.000Z
1299,13.02,1.52,32.9276667,-115.5276667,2014-10-18T00:05:07.880Z
1300,78.3,1.5,61.4963,-151.4931,2014-10-18T00:02:57.000Z
1301,114.7,2.5,51.706,178.2467,2014-10-17T23:55:37.000Z
1302,107.3,1.1,63.9402,-148.8032,2014-10-17T23:52:34.000Z
1303,4.5,0.8,65.1519,-149.0808,2014-10-17T23:49:42.000Z
1304,5.94,0.39,37.652,-118.8175,2014-10-17T23:42:40.360Z
1305,45.9,4.7,7.5729,94.6049,2014-10-17T23:32:49.420Z
1306,52.4,1.9,59.8132,-151.8957,2014-10-17T23:18:17.000Z
1307,16.6,0.6,65.2034,-149.0552,2014-10-17T23:16:08.000Z
1308,3.36,0.43,38.8484993,-122.8338318,2014-10-17T23:10:54.150Z
1309,122.5,1.8,60.6421,-152.8326,2014-10-17T23:10:45.000Z
1310,10.6,0.7,45.8947,-122.2855,2014-10-17T23:09:25.300Z
1311,11.9,1.8,65.1678,-148.9838,2014-10-17T22:57:18.000Z
1312,6.44,0.4,37.5611667,-119.0306667,2014-10-17T22:50:10.680Z
1313,7.76,0.68,37.4813333,-118.7803333,2014-10-17T22:46:09.620Z
1314,9.21,1.36,35.3708333,-118.4898333,2014-10-17T22:36:05.520Z
1315,16,1.1,64.3377,-146.5351,2014-10-17T22:25:30.000Z
1316,3.42,0.87,38.8088341,-122.8171692,2014-10-17T22:05:17.290Z
1317,0.24,0.55,38.8006668,-122.7436676,2014-10-17T22:03:53.050Z
1318,5.37,0.92,38.8030014,-122.8548355,2014-10-17T22:02:43.370Z
1319,2.01,0.89,38.8328323,-122.8679962,2014-10-17T21:59:45.020Z
1320,46.8,1.6,62.0273,-149.8723,2014-10-17T21:57:45.000Z
1321,25,1.5,59.2958,-137.5714,2014-10-17T21:52:56.000Z
1322,7.32,0.64,37.4796667,-118.7831667,2014-10-17T21:46:23.840Z
1323,1.6,1.4,19.418,-155.606,2014-10-17T21:42:42.100Z
1324,40.3,1.4,61.0262,-150.0999,2014-10-17T21:21:36.000Z
1325,12,0.8,63.5267,-146.957,2014-10-17T21:11:16.000Z
1326,78.2,1,62.9756,-149.1599,2014-10-17T21:06:07.000Z
1327,0.6,1.5,60.425,-147.6921,2014-10-17T21:03:08.000Z
1328,13,3,18.9645,-67.6573,2014-10-17T21:01:03.400Z
1329,2.6,1,19.4758,-155.5823,2014-10-17T20:44:37.500Z
1330,10.31,0.56,33.5426667,-116.412,2014-10-17T20:37:03.310Z
1331,0.01,1.2,35.6666667,-117.5433333,2014-10-17T20:34:42.210Z
1332,1.3,0.8,46.1955,-122.1827,2014-10-17T20:33:37.800Z
1333,101.1,2,60.0906,-153.0679,2014-10-17T20:13:15.000Z
1334,31.4,1.2,61.864,-148.3049,2014-10-17T20:10:36.000Z
1335,5.4,0.5,64.2884,-147.0744,2014-10-17T20:01:45.000Z
1336,3.53,1.12,38.8349991,-122.8824997,2014-10-17T20:01:21.000Z
1337,65.2,2,58.7727,-152.9128,2014-10-17T19:53:47.000Z
1338,0,0.7,46.9627,-120.4333,2014-10-17T19:51:14.500Z
1339,8.36,1.46,32.6533333,-115.8665,2014-10-17T19:49:42.870Z
1340,9.27,1.48,34.02,-118.3956667,2014-10-17T19:38:49.180Z
1341,1.02,1.11,38.8273315,-122.8420029,2014-10-17T19:28:40.190Z
1342,128.6,1.7,63.2412,-150.6994,2014-10-17T19:19:10.000Z
1343,5.725,2.5,36.3552,-97.0915,2014-10-17T19:17:41.900Z
1344,0.01,1.4,33.7098333,-117.3438333,2014-10-17T19:08:04.950Z
1345,20.37,4.8,-15.0578,-173.5411,2014-10-17T19:01:00.650Z
1346,6.05,0.86,37.6523323,-118.8156662,2014-10-17T18:53:12.460Z
1347,10.1,3.2,67.7687,-166.11,2014-10-17T18:51:32.000Z
1348,49.6,4.5,29.648,128.7183,2014-10-17T18:45:11.370Z
1349,8.13,1.67,37.4770012,-118.7758331,2014-10-17T18:43:06.050Z
1350,18.5,4.6,-4.9387,134.151,2014-10-17T18:35:06.930Z
1351,15.1,1.6,61.2721,-146.7386,2014-10-17T18:34:55.000Z
1352,19.9,0.3,46.1162,-122.6168,2014-10-17T18:24:51.600Z
1353,7.584,2.8,36.4957,-99.066,2014-10-17T18:16:20.000Z
1354,1,0.5,65.1891,-148.9622,2014-10-17T17:59:46.000Z
1355,2.92,1.24,36.0046667,-117.9156667,2014-10-17T17:52:52.670Z
1356,65,1.5,61.4223,-150.9407,2014-10-17T17:49:55.000Z
1357,6.132,2.6,36.5022,-99.0462,2014-10-17T17:42:08.600Z
1358,38.45,5.1,29.6966,128.5172,2014-10-17T17:41:34.440Z
1359,6.79,1.33,36.4233322,-120.992836,2014-10-17T17:37:46.200Z
1360,14.5734,0.96,39.0165,-118.8141,2014-10-17T17:25:57.976Z
1361,5.89,0.91,33.051,-116.441,2014-10-17T17:17:22.450Z
1362,65.9,1.3,60.2784,-150.9601,2014-10-17T17:12:14.000Z
1363,0,1.4,45.6002,-121.2025,2014-10-17T17:03:40.100Z
1364,27.1,2.1,19.2007,-155.4402,2014-10-17T17:01:34.500Z
1365,5.62,3.8,37.0178,-104.9057,2014-10-17T17:01:05.720Z
1366,39.8,2.2,19.1342,-155.4277,2014-10-17T16:58:42.900Z
1367,40.1,2.1,19.123,-155.4512,2014-10-17T16:57:04.200Z
1368,5,3.3,36.2121,-97.544,2014-10-17T16:56:42.420Z
1369,24.8,1.3,61.2872,-146.8236,2014-10-17T16:53:12.000Z
1370,1.44,1.5,36.5826683,-121.418663,2014-10-17T16:44:40.250Z
1371,3.12,0.46,38.8215,-122.766,2014-10-17T16:39:53.300Z
1372,15.33,0.56,33.4691667,-116.4861667,2014-10-17T16:32:50.690Z
1373,84.5,2.9,57.1897,-156.4695,2014-10-17T16:30:27.000Z
1374,6.75,1.41,37.6496658,-118.8146667,2014-10-17T16:28:58.840Z
1375,20.8,2.3,19.7828,-155.4078,2014-10-17T16:28:17.000Z
1376,6.55,0.75,37.6618333,-118.852,2014-10-17T16:23:32.310Z
1377,51.6,1.3,60.1818,-151.2642,2014-10-17T16:21:24.000Z
1378,19.4,1.6,61.4524,-147.7277,2014-10-17T16:01:01.000Z
1379,10,1.1,65.3318,-153.1477,2014-10-17T15:53:28.000Z
1380,2.91,0.68,38.8455009,-122.8371658,2014-10-17T15:43:15.720Z
1381,10.03,1.24,37.2,-112.1911667,2014-10-17T15:34:02.210Z
1382,7.39,1.52,37.4749985,-118.7826691,2014-10-17T15:27:21.880Z
1383,14.68,1.26,33.0561667,-116.3715,2014-10-17T15:26:18.410Z
1384,10,1.7,63.5438,-147.4355,2014-10-17T15:13:57.000Z
1385,5,3,35.8284,-97.4187,2014-10-17T15:11:23.650Z
1386,3.5,1.3,19.4292,-155.6193,2014-10-17T15:01:01.300Z
1387,10.77,0.99,33.3735,-116.2448333,2014-10-17T14:55:00.380Z
1388,18.5,1.2,65.2324,-148.9824,2014-10-17T14:53:12.000Z
1389,83.3,1.6,60.3306,-152.359,2014-10-17T14:52:45.000Z
1390,197.69,5.1,-19.1826,-175.872,2014-10-17T14:50:59.340Z
1391,11.95,0.19,44.7265,-111.1638333,2014-10-17T14:46:59.080Z
1392,106.2,1.9,59.7798,-153.1783,2014-10-17T14:45:24.000Z
1393,77.7,1.1,62.906,-149.5559,2014-10-17T14:25:37.000Z
1394,94.1,1.1,62.9584,-150.3032,2014-10-17T14:14:56.000Z
1395,10.47,0.23,33.5996667,-116.82,2014-10-17T14:14:09.210Z
1396,3.46,0.89,38.8178329,-122.8213348,2014-10-17T13:58:48.190Z
1397,4.62,0.78,37.4688333,-118.7941667,2014-10-17T13:56:14.470Z
1398,13.2,1.42,44.7228333,-111.1666667,2014-10-17T13:47:35.900Z
1399,18.59,0.93,33.3738333,-116.8713333,2014-10-17T13:45:01.270Z
1400,124.7,2.3,62.9825,-151.0874,2014-10-17T13:30:03.000Z
1401,15.7562,1.37,37.2158,-117.3128,2014-10-17T13:27:07.904Z
1402,7.98,0.62,37.4783333,-118.7803333,2014-10-17T13:26:59.370Z
1403,116.1,2.4,59.5751,-153.5956,2014-10-17T13:25:43.000Z
1404,16.99,0.71,33.421,-116.353,2014-10-17T13:22:51.220Z
1405,10.8,0.9,61.4351,-136.4661,2014-10-17T13:22:23.000Z
1406,8.47,-0.1,44.739,-111.0133333,2014-10-17T13:20:54.520Z
1407,8.7,0.3,46.0527,-122.163,2014-10-17T13:15:26.100Z
1408,1.59,3.11,35.0159988,-116.5094986,2014-10-17T13:03:48.760Z
1409,15.38,0.5,33.2775,-116.7675,2014-10-17T13:03:18.020Z
1410,12.08,0.56,44.7253333,-111.1636667,2014-10-17T13:00:02.220Z
1411,72.6,1.7,62.6682,-148.9412,2014-10-17T12:53:19.000Z
1412,5,2.8,36.5378,-98.9959,2014-10-17T12:51:55.650Z
1413,13.13,-0.01,44.7283333,-111.1536667,2014-10-17T12:51:54.390Z
1414,11.7,0.25,44.7263333,-111.1548333,2014-10-17T12:49:05.010Z
1415,11.52,0.21,44.732,-111.1475,2014-10-17T12:48:32.640Z
1416,1.6,0.6,65.1484,-148.9549,2014-10-17T12:43:26.000Z
1417,48.7,1.2,61.8931,-150.5583,2014-10-17T12:41:34.000Z
1418,6.13,0.24,37.6498333,-118.8133333,2014-10-17T12:36:14.750Z
1419,6.2,0.6,63.4898,-151.0104,2014-10-17T12:26:24.000Z
1420,12.18,1.23,33.1403333,-115.6386667,2014-10-17T12:05:58.760Z
1421,57.6,1.5,58.0099,-153.5219,2014-10-17T12:05:06.000Z
1422,25,3.4,56.6902,-153.3855,2014-10-17T11:49:33.000Z
1423,119.8,1.8,63.2628,-150.4635,2014-10-17T11:48:48.000Z
1424,13.37,0.56,37.4828333,-118.7735,2014-10-17T11:47:56.740Z
1425,116.8,1.6,63.274,-150.4459,2014-10-17T11:32:14.000Z
1426,98.9,1.1,63.1262,-150.5526,2014-10-17T11:30:59.000Z
1427,1,0.9,63.2411,-151.791,2014-10-17T11:30:43.000Z
1428,8.6,0.4,64.4126,-146.4039,2014-10-17T11:28:35.000Z
1429,5,2.2,58.3224,-136.751,2014-10-17T11:27:02.000Z
1430,26.1,2,56.7261,-153.4326,2014-10-17T11:26:18.000Z
1431,85.2,1.4,60.6367,-151.9839,2014-10-17T11:24:12.000Z
1432,1.1,1.53,36.127,-118.0493333,2014-10-17T11:15:07.650Z
1433,24.1,2.5,53.7905,-164.1631,2014-10-17T10:58:40.000Z
1434,4.09,0.49,37.4693333,-118.7891667,2014-10-17T10:54:57.920Z
1435,4.65,0.53,37.6533333,-118.857,2014-10-17T10:52:52.080Z
1436,1.68,0.55,38.8081665,-122.8030014,2014-10-17T10:50:03.500Z
1437,6.5213,0.47,42.1001,-120.221,2014-10-17T10:43:48.257Z
1438,10.5,0.6,63.2916,-151.0995,2014-10-17T10:33:33.000Z
1439,2.5,2.4,63.5558,-147.678,2014-10-17T10:24:53.000Z
1440,6.2426,0.51,42.1009,-120.2205,2014-10-17T10:24:27.091Z
1441,25.8,1.4,62.1215,-149.046,2014-10-17T10:23:59.000Z
1442,8.23,4.6,64.6431,-17.5851,2014-10-17T10:09:50.370Z
1443,3.74,0.28,35.9985,-120.5988333,2014-10-17T09:54:28.570Z
1444,38,1.1,62.202,-148.9859,2014-10-17T09:51:39.000Z
1445,59,4.7,27.271,96.9632,2014-10-17T09:44:57.410Z
1446,10.5,2,62.8373,-143.4742,2014-10-17T09:43:25.000Z
1447,6.67,0.82,37.4781667,-118.7871667,2014-10-17T09:42:27.570Z
1448,14.88,0.31,33.4895,-116.4336667,2014-10-17T09:31:55.440Z
1449,144.56,5.2,-6.5795,107.0704,2014-10-17T09:26:00.160Z
1450,1.22,-0.03,36.045,-117.8515,2014-10-17T09:25:06.400Z
1451,25.1,2.1,58.4509,-145.888,2014-10-17T09:17:30.000Z
1452,13.6,1,61.1939,-140.3331,2014-10-17T09:01:23.000Z
1453,11.6,1.9,43.7135,-110.4198,2014-10-17T08:55:15.200Z
1454,9.67,1.2,34.0248333,-118.7568333,2014-10-17T08:49:55.430Z
1455,3.11,2.8,36.5238,-99.0074,2014-10-17T08:49:38.340Z
1456,5.02,0.47,37.4733333,-118.7956667,2014-10-17T08:44:00.450Z
1457,77.2,1.1,62.4899,-150.9989,2014-10-17T08:39:42.000Z
1458,24,3,19.1256,-68.6044,2014-10-17T08:30:51.400Z
1459,51,3.3,18.8407,-68.4919,2014-10-17T08:27:23.100Z
1460,1.1,1.09,36.1265,-118.0448333,2014-10-17T08:22:07.110Z
1461,10.17,0.88,33.6005,-116.8171667,2014-10-17T08:21:03.340Z
1462,7.02,0.78,37.4796667,-118.7858333,2014-10-17T08:14:27.360Z
1463,17.3,0.8,63.5262,-152.2312,2014-10-17T08:14:00.000Z
1464,3.1,0.9,63.2573,-152.0159,2014-10-17T08:11:43.000Z
1465,0.7,1.6,62.258,-154.8874,2014-10-17T08:06:26.000Z
1466,10.8,0.5,63.447,-148.8761,2014-10-17T08:03:07.000Z
1467,6,2.8,18.898,-64.7379,2014-10-17T08:00:20.600Z
1468,39.8,1.6,46.9652,-124.8678,2014-10-17T07:58:38.400Z
1469,131.3,1.2,63.3232,-150.6592,2014-10-17T07:56:05.000Z
1470,7.49,1.9,37.4736671,-118.7811661,2014-10-17T07:55:00.730Z
1471,6.4,1.1,65.9678,-148.4407,2014-10-17T07:49:27.000Z
1472,6.97,0.71,37.6498333,-118.8163333,2014-10-17T07:46:07.250Z
1473,7,1.6,17.899,-67.1372,2014-10-17T07:32:29.500Z
1474,10,2.1,17.9587,-66.5115,2014-10-17T07:29:08.600Z
1475,20.28,2.29,36.9586667,-112.9833333,2014-10-17T07:27:18.370Z
1476,16.9,0.6,64.7479,-148.9642,2014-10-17T07:18:03.000Z
1477,4.19,2.6,36.5125,-98.9758,2014-10-17T07:11:03.150Z
1478,14.9,1.3,19.501,-155.6973,2014-10-17T07:07:59.200Z
1479,13.5,0.5,63.5055,-148.9279,2014-10-17T06:55:25.000Z
1480,61.5,2.1,58.8628,-152.1283,2014-10-17T06:44:38.000Z
1481,12.89,0.63,37.4823333,-118.7755,2014-10-17T06:42:39.270Z
1482,45.5,1.7,61.6663,-150.0438,2014-10-17T06:42:36.000Z
